"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"1-4 years"	"1-4"	"Male"	"M"	"Texas"	"48"	26
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Female"	"F"	"California"	"06"	46
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Female"	"F"	"Florida"	"12"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Female"	"F"	"New York"	"36"	26
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Female"	"F"	"Texas"	"48"	29
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Male"	"M"	"California"	"06"	42
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Male"	"M"	"Florida"	"12"	28
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Male"	"M"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Male"	"M"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"5-9 years"	"5-9"	"Male"	"M"	"Texas"	"48"	41
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Female"	"F"	"California"	"06"	31
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Female"	"F"	"New York"	"36"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Female"	"F"	"Texas"	"48"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Male"	"M"	"California"	"06"	43
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Male"	"M"	"New York"	"36"	30
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	31
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"15-19 years"	"15-19"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	42
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"15-19 years"	"15-19"	"Male"	"M"	"New York"	"36"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"15-19 years"	"15-19"	"Male"	"M"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	26
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	31
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	24
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	36
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Female"	"F"	"Pennsylvania"	"42"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	34
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	27
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	26
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	38
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Female"	"F"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Female"	"F"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	47
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Indiana"	"18"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	22
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"North Carolina"	"37"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Ohio"	"39"	23
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	27
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"30-34 years"	"30-34"	"Male"	"M"	"Virginia"	"51"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	52
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	35
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"Michigan"	"26"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"New Jersey"	"34"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"Pennsylvania"	"42"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	45
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	60
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"Massachusetts"	"25"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	38
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"Ohio"	"39"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	36
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	54
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	33
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"Michigan"	"26"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	22
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"North Carolina"	"37"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"Ohio"	"39"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"Pennsylvania"	"42"	23
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	30
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	82
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	42
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Indiana"	"18"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Maryland"	"24"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"New Jersey"	"34"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	38
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	28
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	33
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	51
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"40-44 years"	"40-44"	"Male"	"M"	"Washington"	"53"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	58
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	44
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"Illinois"	"17"	24
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	23
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	34
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"Ohio"	"39"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	54
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	87
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	39
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	22
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Maryland"	"24"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Massachusetts"	"25"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Minnesota"	"27"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Missouri"	"29"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	28
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	46
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	33
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	35
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	72
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	65
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	42
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Georgia"	"13"	22
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	31
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Indiana"	"18"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Massachusetts"	"25"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	28
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Missouri"	"29"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	23
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	47
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	27
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	40
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Female"	"F"	"Wisconsin"	"55"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Arizona"	"04"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	92
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Colorado"	"08"	22
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	54
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	32
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Indiana"	"18"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	38
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Missouri"	"29"	22
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	30
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	62
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	27
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	42
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Oregon"	"41"	21
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	39
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"South Carolina"	"45"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Tennessee"	"47"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	81
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	24
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	23
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	66
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	41
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	35
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Massachusetts"	"25"	20
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	24
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Minnesota"	"27"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	61
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	19
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	35
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	40
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	58
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	109
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	66
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	30
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	34
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	23
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Massachusetts"	"25"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Michigan"	"26"	32
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Minnesota"	"27"	25
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	17
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	26
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	56
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	36
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	37
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Oklahoma"	"40"	18
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Oregon"	"41"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Pennsylvania"	"42"	48
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Texas"	"48"	64
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Virginia"	"51"	26
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Washington"	"53"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"Wisconsin"	"55"	16
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	"California"	"06"	72
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	"Florida"	"12"	63
	"Brain and Other Nervous System"	"31010-31040"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	"Illinois"	"17"	26
