"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Female"	"F"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Female"	"F"	"New York"	"36"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Female"	"F"	"Texas"	"48"	42
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Male"	"M"	"California"	"06"	40
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Male"	"M"	"Florida"	"12"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Male"	"M"	"New Jersey"	"34"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Male"	"M"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"5-9 years"	"5-9"	"Male"	"M"	"Texas"	"48"	43
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Female"	"F"	"California"	"06"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Female"	"F"	"Florida"	"12"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Female"	"F"	"New York"	"36"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Female"	"F"	"Texas"	"48"	34
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Male"	"M"	"California"	"06"	44
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Male"	"M"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Male"	"M"	"New York"	"36"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	33
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Female"	"F"	"New York"	"36"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	32
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	"Florida"	"12"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	"New York"	"36"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	27
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	38
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	32
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Florida"	"12"	27
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	63
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Ohio"	"39"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	25
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Female"	"F"	"North Carolina"	"37"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Female"	"F"	"Ohio"	"39"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	34
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	48
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	33
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Illinois"	"17"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Ohio"	"39"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"30-34 years"	"30-34"	"Male"	"M"	"Washington"	"53"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	48
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	"Georgia"	"13"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	25
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	41
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	31
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	49
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	40
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	64
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	35
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	36
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	50
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	51
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	30
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	"Pennsylvania"	"42"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	38
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	78
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	54
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Maryland"	"24"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	48
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	40
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"South Carolina"	"45"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	61
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Virginia"	"51"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Washington"	"53"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"45-49 years"	"45-49"	"Male"	"M"	"Wisconsin"	"55"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	76
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	41
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Georgia"	"13"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	36
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	48
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	39
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Oregon"	"41"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	34
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	49
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Washington"	"53"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Female"	"F"	"Wisconsin"	"55"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	124
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Colorado"	"08"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	57
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	27
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	35
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Indiana"	"18"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Kentucky"	"21"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Louisiana"	"22"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Massachusetts"	"25"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	39
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Minnesota"	"27"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Missouri"	"29"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	73
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	31
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	51
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"South Carolina"	"45"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	88
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Arizona"	"04"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	108
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Colorado"	"08"	17
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	60
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	36
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Indiana"	"18"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Massachusetts"	"25"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	30
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Missouri"	"29"	22
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	54
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	31
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	50
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"South Carolina"	"45"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Tennessee"	"47"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	57
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	23
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Female"	"F"	"Washington"	"53"	28
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	19
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Arkansas"	"05"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	138
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Colorado"	"08"	25
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Connecticut"	"09"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	78
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	35
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	41
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	31
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Iowa"	"19"	18
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Kentucky"	"21"	24
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Louisiana"	"22"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Maryland"	"24"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Massachusetts"	"25"	26
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Michigan"	"26"	39
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Minnesota"	"27"	20
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	25
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	37
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	74
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	43
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	56
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Oklahoma"	"40"	16
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Oregon"	"41"	21
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"Pennsylvania"	"42"	57
	"Brain and Other Nervous System"	"31010-31040"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	"South Carolina"	"45"	22
