"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	24
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"20-24 years"	"20-24"	"Male"	"M"	"Florida"	"12"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Female"	"F"	"Florida"	"12"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	47
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"New Jersey"	"34"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	30
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Female"	"F"	"Georgia"	"13"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	31
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	50
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"Michigan"	"26"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"New Jersey"	"34"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	29
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Female"	"F"	"Illinois"	"17"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	33
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	54
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"Illinois"	"17"	24
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"Massachusetts"	"25"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	35
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	41
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	34
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	31
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	38
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	63
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	40
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Georgia"	"13"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	33
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"40-44 years"	"40-44"	"Male"	"M"	"Washington"	"53"	28
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	36
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Female"	"F"	"Georgia"	"13"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	33
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	42
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Arizona"	"04"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	74
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	47
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Missouri"	"29"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	30
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	25
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	29
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	45
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"45-49 years"	"45-49"	"Male"	"M"	"Virginia"	"51"	21
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Arizona"	"04"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	69
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	52
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Georgia"	"13"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	26
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	31
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Tennessee"	"47"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	47
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Arizona"	"04"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	99
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	60
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	34
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	36
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Massachusetts"	"25"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	33
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Minnesota"	"27"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	76
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	23
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	31
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	34
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	77
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	24
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Alabama"	"01"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Arizona"	"04"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	90
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	64
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	31
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	33
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Maryland"	"24"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Massachusetts"	"25"	23
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	23
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Missouri"	"29"	26
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	49
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	30
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	33
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Oregon"	"41"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	38
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Tennessee"	"47"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	65
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	23
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Washington"	"53"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Female"	"F"	"Wisconsin"	"55"	21
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	145
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Colorado"	"08"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Connecticut"	"09"	21
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	100
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	27
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	48
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Kentucky"	"21"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Maryland"	"24"	24
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Massachusetts"	"25"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Michigan"	"26"	38
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Minnesota"	"27"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	30
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	49
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	79
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	44
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	36
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Oregon"	"41"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Pennsylvania"	"42"	68
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"South Carolina"	"45"	16
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Tennessee"	"47"	34
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Texas"	"48"	90
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Virginia"	"51"	39
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Washington"	"53"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"55-59 years"	"55-59"	"Male"	"M"	"Wisconsin"	"55"	30
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Alabama"	"01"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Arizona"	"04"	24
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Arkansas"	"05"	17
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"California"	"06"	109
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Colorado"	"08"	20
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Connecticut"	"09"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Florida"	"12"	78
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Georgia"	"13"	43
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Illinois"	"17"	37
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Kentucky"	"21"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Maryland"	"24"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Massachusetts"	"25"	22
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Michigan"	"26"	36
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Minnesota"	"27"	18
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Missouri"	"29"	19
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"New Jersey"	"34"	30
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"New York"	"36"	63
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"North Carolina"	"37"	48
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Ohio"	"39"	53
	"Brain and Other Nervous System"	"31010-31040"	"2020"	"2020"	"60-64 years "	"60-64"	"Female"	"F"	"Oregon"	"41"	16
