"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Female"	"F"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Female"	"F"	"Texas"	"48"	28
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	34
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	"New York"	"36"	25
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	"Pennsylvania"	"42"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	25
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"New York"	"36"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	28
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"North Carolina"	"37"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	29
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	33
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	29
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Ohio"	"39"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	31
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	41
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	57
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	35
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	33
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"Pennsylvania"	"42"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	35
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Female"	"F"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	18
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	30
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	53
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	31
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	44
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	41
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	29
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	39
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	32
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Female"	"F"	"Washington"	"53"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	53
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	42
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Georgia"	"13"	18
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Michigan"	"26"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"New Jersey"	"34"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	31
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	39
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Virginia"	"51"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Wisconsin"	"55"	18
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	76
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	32
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Georgia"	"13"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Illinois"	"17"	26
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	38
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Ohio"	"39"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Pennsylvania"	"42"	27
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	35
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Female"	"F"	"Virginia"	"51"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Arizona"	"04"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	90
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Colorado"	"08"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	51
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Georgia"	"13"	24
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	31
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Indiana"	"18"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Massachusetts"	"25"	27
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	33
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	43
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	34
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	36
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Tennessee"	"47"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	52
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Virginia"	"51"	29
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Washington"	"53"	25
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Wisconsin"	"55"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	76
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	51
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	28
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Indiana"	"18"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	48
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	31
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	21
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	24
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	34
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Virginia"	"51"	25
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Washington"	"53"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	119
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Colorado"	"08"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	63
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	31
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	47
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Indiana"	"18"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Massachusetts"	"25"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	41
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Minnesota"	"27"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	88
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	28
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	35
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Oregon"	"41"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	40
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Tennessee"	"47"	27
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	77
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	24
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Alabama"	"01"	18
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	88
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	57
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	41
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Indiana"	"18"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Kentucky"	"21"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Louisiana"	"22"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Maryland"	"24"	26
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	23
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Minnesota"	"27"	17
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Mississippi"	"28"	16
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	26
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	51
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	26
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	30
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	49
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Tennessee"	"47"	24
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	60
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Washington"	"53"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Wisconsin"	"55"	25
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	22
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	120
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Colorado"	"08"	18
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Connecticut"	"09"	20
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	85
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	32
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	43
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	33
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Kansas"	"20"	19
	"Brain and Other Nervous System"	"31010-31040"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Kentucky"	"21"	28
