"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"5-9 years"	"05-09"	"Female"	"F"	"Texas"	"48"	40
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"5-9 years"	"05-09"	"Male"	"M"	"California"	"06"	40
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"5-9 years"	"05-09"	"Male"	"M"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"5-9 years"	"05-09"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"5-9 years"	"05-09"	"Male"	"M"	"New York"	"36"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"5-9 years"	"05-09"	"Male"	"M"	"Texas"	"48"	35
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Female"	"F"	"California"	"06"	35
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Female"	"F"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Female"	"F"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Female"	"F"	"New York"	"36"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Female"	"F"	"Ohio"	"39"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Female"	"F"	"Texas"	"48"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Male"	"M"	"California"	"06"	28
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	25
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Male"	"M"	"Indiana"	"18"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Male"	"M"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"15-19 years"	"15-19"	"Female"	"F"	"Texas"	"48"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"15-19 years"	"15-19"	"Male"	"M"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	34
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	28
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"20-24 years"	"20-24"	"Male"	"M"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	35
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Female"	"F"	"Florida"	"12"	27
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Female"	"F"	"Illinois"	"17"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	25
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	44
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Male"	"M"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Male"	"M"	"Minnesota"	"27"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	34
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	31
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Female"	"F"	"Pennsylvania"	"42"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	28
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	53
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Male"	"M"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	42
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	42
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Female"	"F"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Female"	"F"	"Michigan"	"26"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	51
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Georgia"	"13"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Michigan"	"26"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"New Jersey"	"34"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	32
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"North Carolina"	"37"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	35
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	36
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	26
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	65
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	39
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	27
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Michigan"	"26"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"North Carolina"	"37"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Tennessee"	"47"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	38
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"40-44 years"	"40-44"	"Male"	"M"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	55
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	42
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"Georgia"	"13"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	32
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Arizona"	"04"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	80
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Colorado"	"08"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	51
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	31
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Massachusetts"	"25"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	49
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	31
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Tennessee"	"47"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	54
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Washington"	"53"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"45-49 years"	"45-49"	"Male"	"M"	"Wisconsin"	"55"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	58
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	49
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Georgia"	"13"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	26
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	26
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	43
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Tennessee"	"47"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	36
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Female"	"F"	"Washington"	"53"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Alabama"	"01"	18
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	98
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Connecticut"	"09"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	67
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Kentucky"	"21"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Massachusetts"	"25"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	26
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	25
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	48
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	43
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Oklahoma"	"40"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	40
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Tennessee"	"47"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	76
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Arizona"	"04"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	107
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Connecticut"	"09"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	68
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	25
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	37
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Indiana"	"18"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Maryland"	"24"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Massachusetts"	"25"	31
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Minnesota"	"27"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Missouri"	"29"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	32
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	56
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	32
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	27
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	41
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Tennessee"	"47"	22
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	77
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Washington"	"53"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Female"	"F"	"Wisconsin"	"55"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	26
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	150
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Connecticut"	"09"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	91
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	30
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	45
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Iowa"	"19"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Kansas"	"20"	16
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Kentucky"	"21"	29
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Maryland"	"24"	20
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Massachusetts"	"25"	31
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Michigan"	"26"	39
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Minnesota"	"27"	24
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	21
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	47
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	84
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	38
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	50
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Oklahoma"	"40"	17
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Pennsylvania"	"42"	46
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"South Carolina"	"45"	19
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Tennessee"	"47"	23
	"Brain and Other Nervous System"	"31010-31040"	"2018"	"2018"	"55-59 years"	"55-59"	"Male"	"M"	"Texas"	"48"	96
