"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"10-14 years"	"10-14"	"Male"	"M"	"Florida"	"12"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"10-14 years"	"10-14"	"Male"	"M"	"New York"	"36"	27
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	29
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Female"	"F"	"Texas"	"48"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	31
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Male"	"M"	"Florida"	"12"	25
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Male"	"M"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Male"	"M"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Male"	"M"	"Ohio"	"39"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	39
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	27
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Female"	"F"	"Illinois"	"17"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	27
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	25
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	45
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	39
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Male"	"M"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Male"	"M"	"Pennsylvania"	"42"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	42
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	50
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Female"	"F"	"Illinois"	"17"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Female"	"F"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	29
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	52
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	29
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Georgia"	"13"	24
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Massachusetts"	"25"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Missouri"	"29"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"New Jersey"	"34"	20
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	43
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"North Carolina"	"37"	20
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Ohio"	"39"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	34
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	55
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"Ohio"	"39"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	38
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	69
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	44
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Indiana"	"18"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Massachusetts"	"25"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Michigan"	"26"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	37
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"North Carolina"	"37"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	37
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	29
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	46
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	46
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	41
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Illinois"	"17"	23
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Massachusetts"	"25"	20
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"New Jersey"	"34"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	35
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Ohio"	"39"	23
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Virginia"	"51"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Female"	"F"	"Washington"	"53"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	80
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	61
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Georgia"	"13"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	35
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Indiana"	"18"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Kentucky"	"21"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Massachusetts"	"25"	23
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	38
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	45
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	40
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	33
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	46
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	37
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Tennessee"	"47"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	47
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Washington"	"53"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"45-49 years"	"45-49"	"Male"	"M"	"Wisconsin"	"55"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	74
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	39
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Indiana"	"18"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Maryland"	"24"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	31
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	39
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	47
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Washington"	"53"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Female"	"F"	"Wisconsin"	"55"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Alabama"	"01"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	89
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Colorado"	"08"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	49
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	48
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Indiana"	"18"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	35
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Missouri"	"29"	23
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	37
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	80
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	28
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	45
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Oregon"	"41"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	49
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Tennessee"	"47"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	70
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	24
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Arizona"	"04"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	88
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Connecticut"	"09"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	58
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Indiana"	"18"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	27
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Missouri"	"29"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	57
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	33
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	42
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	43
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	66
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	33
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Female"	"F"	"Wisconsin"	"55"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	21
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	118
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	73
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	35
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	22
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Kentucky"	"21"	20
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Maryland"	"24"	18
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Massachusetts"	"25"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Michigan"	"26"	40
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Minnesota"	"27"	16
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	26
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	19
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	76
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	36
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	53
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Oklahoma"	"40"	17
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	"Oregon"	"41"	16
