"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	30
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"California"	"06"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"Florida"	"12"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"New York"	"36"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Female"	"F"	"Texas"	"48"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Male"	"M"	"California"	"06"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Male"	"M"	"Florida"	"12"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Male"	"M"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"15-19 years"	"15-19"	"Male"	"M"	"Texas"	"48"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	"California"	"06"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"20-24 years"	"20-24"	"Female"	"F"	"Texas"	"48"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"California"	"06"	29
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"Florida"	"12"	26
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"Florida"	"12"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	43
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"Florida"	"12"	33
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	38
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"North Carolina"	"37"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"Pennsylvania"	"42"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	31
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	32
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	25
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	45
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	33
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Georgia"	"13"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Michigan"	"26"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Ohio"	"39"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	59
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	30
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"Illinois"	"17"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"Michigan"	"26"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"New Jersey"	"34"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	31
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	48
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	40
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	33
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"Pennsylvania"	"42"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	45
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Female"	"F"	"Wisconsin"	"55"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	67
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	46
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Georgia"	"13"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Massachusetts"	"25"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Michigan"	"26"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Missouri"	"29"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"New Jersey"	"34"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	37
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"North Carolina"	"37"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	31
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Tennessee"	"47"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	48
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Washington"	"53"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Wisconsin"	"55"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	65
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	31
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Illinois"	"17"	30
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"New Jersey"	"34"	24
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	41
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Ohio"	"39"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Pennsylvania"	"42"	30
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	40
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Washington"	"53"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	89
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	57
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Georgia"	"13"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	28
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Maryland"	"24"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Massachusetts"	"25"	25
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	37
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	44
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	28
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	59
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Virginia"	"51"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Wisconsin"	"55"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Alabama"	"01"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	79
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Colorado"	"08"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	50
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Georgia"	"13"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Kentucky"	"21"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	54
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	37
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	31
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	38
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Washington"	"53"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Alabama"	"01"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Arizona"	"04"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	129
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Colorado"	"08"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	55
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	25
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	31
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Indiana"	"18"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Kentucky"	"21"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Massachusetts"	"25"	32
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	42
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Minnesota"	"27"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Missouri"	"29"	25
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	34
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	54
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	27
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	39
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Oklahoma"	"40"	23
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	48
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Tennessee"	"47"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	70
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	20
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	90
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	57
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	40
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Indiana"	"18"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Massachusetts"	"25"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	30
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Minnesota"	"27"	17
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Missouri"	"29"	25
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	22
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	55
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	28
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	45
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Tennessee"	"47"	16
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	61
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Washington"	"53"	29
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	21
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	97
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Colorado"	"08"	19
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Connecticut"	"09"	18
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	56
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	29
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	56
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	26
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Kentucky"	"21"	27
