"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"States and Puerto Rico"	"States and Puerto Rico Code"	Count
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	"Illinois"	"17"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	"New York"	"36"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"20-24 years"	"20-24"	"Male"	"M"	"Texas"	"48"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Female"	"F"	"California"	"06"	36
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Female"	"F"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Female"	"F"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Female"	"F"	"Texas"	"48"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Male"	"M"	"California"	"06"	37
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Male"	"M"	"Illinois"	"17"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Male"	"M"	"Michigan"	"26"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Male"	"M"	"New York"	"36"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"25-29 years"	"25-29"	"Male"	"M"	"Texas"	"48"	24
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Female"	"F"	"California"	"06"	45
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Female"	"F"	"Florida"	"12"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Female"	"F"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Female"	"F"	"New York"	"36"	34
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Female"	"F"	"Texas"	"48"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Male"	"M"	"California"	"06"	56
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Male"	"M"	"Florida"	"12"	34
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Male"	"M"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Male"	"M"	"Michigan"	"26"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Male"	"M"	"New York"	"36"	29
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"30-34 years"	"30-34"	"Male"	"M"	"Texas"	"48"	31
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Female"	"F"	"California"	"06"	39
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Female"	"F"	"Florida"	"12"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Female"	"F"	"New York"	"36"	27
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Female"	"F"	"Pennsylvania"	"42"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Female"	"F"	"Texas"	"48"	34
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"California"	"06"	51
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Florida"	"12"	34
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Illinois"	"17"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Indiana"	"18"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Michigan"	"26"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"New Jersey"	"34"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"New York"	"36"	43
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Ohio"	"39"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Pennsylvania"	"42"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Texas"	"48"	46
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"35-39 years"	"35-39"	"Male"	"M"	"Virginia"	"51"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"California"	"06"	45
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"Florida"	"12"	30
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"Minnesota"	"27"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"New York"	"36"	36
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"North Carolina"	"37"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"Ohio"	"39"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"Pennsylvania"	"42"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Female"	"F"	"Texas"	"48"	41
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"California"	"06"	72
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Florida"	"12"	50
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Georgia"	"13"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Illinois"	"17"	33
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Michigan"	"26"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Minnesota"	"27"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"New Jersey"	"34"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"New York"	"36"	46
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"North Carolina"	"37"	28
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Ohio"	"39"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Pennsylvania"	"42"	26
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Texas"	"48"	42
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"40-44 years"	"40-44"	"Male"	"M"	"Washington"	"53"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"California"	"06"	65
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Florida"	"12"	27
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Georgia"	"13"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Illinois"	"17"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Massachusetts"	"25"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Michigan"	"26"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"New Jersey"	"34"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"New York"	"36"	45
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"North Carolina"	"37"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Ohio"	"39"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Pennsylvania"	"42"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Texas"	"48"	45
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Female"	"F"	"Wisconsin"	"55"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"California"	"06"	96
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Florida"	"12"	54
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Georgia"	"13"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Illinois"	"17"	41
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Indiana"	"18"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Kentucky"	"21"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Louisiana"	"22"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Maryland"	"24"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Massachusetts"	"25"	30
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Michigan"	"26"	24
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Minnesota"	"27"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Missouri"	"29"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"New Jersey"	"34"	32
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"New York"	"36"	56
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"North Carolina"	"37"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Ohio"	"39"	37
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Pennsylvania"	"42"	39
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Texas"	"48"	59
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"Virginia"	"51"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"California"	"06"	75
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Florida"	"12"	38
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Illinois"	"17"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Louisiana"	"22"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Michigan"	"26"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"New Jersey"	"34"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"New York"	"36"	54
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"North Carolina"	"37"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Ohio"	"39"	34
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Pennsylvania"	"42"	24
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Tennessee"	"47"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Texas"	"48"	53
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"Washington"	"53"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"California"	"06"	97
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Colorado"	"08"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Florida"	"12"	50
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Georgia"	"13"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Illinois"	"17"	37
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Indiana"	"18"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Louisiana"	"22"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Maryland"	"24"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Massachusetts"	"25"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Michigan"	"26"	29
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Minnesota"	"27"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Missouri"	"29"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"New Jersey"	"34"	36
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"New York"	"36"	61
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"North Carolina"	"37"	28
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Ohio"	"39"	33
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Oklahoma"	"40"	21
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Oregon"	"41"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Pennsylvania"	"42"	27
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Tennessee"	"47"	16
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Texas"	"48"	58
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Virginia"	"51"	26
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Washington"	"53"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"Wisconsin"	"55"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"California"	"06"	72
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Florida"	"12"	50
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Georgia"	"13"	25
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Illinois"	"17"	29
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Massachusetts"	"25"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Michigan"	"26"	30
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"New Jersey"	"34"	26
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"New York"	"36"	44
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"North Carolina"	"37"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Ohio"	"39"	31
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Pennsylvania"	"42"	33
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Tennessee"	"47"	23
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Texas"	"48"	39
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"Virginia"	"51"	22
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Alabama"	"01"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Arizona"	"04"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"California"	"06"	114
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Florida"	"12"	54
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Georgia"	"13"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Illinois"	"17"	38
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Indiana"	"18"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Louisiana"	"22"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Maryland"	"24"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Massachusetts"	"25"	30
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Michigan"	"26"	28
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Minnesota"	"27"	18
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Missouri"	"29"	20
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"New Jersey"	"34"	33
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"New York"	"36"	67
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"North Carolina"	"37"	27
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Ohio"	"39"	37
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Oregon"	"41"	17
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Pennsylvania"	"42"	47
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Tennessee"	"47"	19
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Texas"	"48"	85
	"Brain and Other Nervous System"	"31010-31040"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"Virginia"	"51"	25
